"fullname"	"fullname_new"	"ref"	"prevalence"
"Strombidium spiniferum"	"Strobilidium spiniferum"	"Leegaard, 1915"	3
"Strombidium sulcatum"	"Rimostrombidium sulcatum"	"Claparede et al., 1859"	3
"Strombidium testaceum"	"Novistrombidium testaceum"	"Anigstein, 1913"	3
"Strombidium typicum"	"Strobilidium typicum"	"Butschli, 1889"	3
"Strombidium urceolare"	"Spirostrombidium urceolare"	"Stein"	3
"Strombidium velox"	"Rimostrombidium velox"	"Faure-Fremiet, 1924"	3
"Strombidium viride"	"Limnostrombidium viride"	"Kahl, 1932"	3
"Strombilidium tonsuratum"	"Strobilidium tonsuratum"	"Meunier, 1907"	3
"Strongylidium wilberti"	"Hemiamphisiella wilberti"	"Foissner, 1982"	3
"Strophalosia warwicki"	"Capillaria warwicki"	"Maxwell, 1954"	2
"Stylocapsa catenarum"	"Plicaforacapsa catenarum"	"Matsuoka, 1982"	3
"Stylocapsa oblongula"	"Kilinora oblongula"	"Kocher, 1981"	3
"Stylocapsa spiralis"	"Kilinora spiralis"	"Matsuoka, 1982"	3
"Stylocapsa tecta"	"Kilinora tecta"	"Matsuoka, 1983"	3
"Stylohedra allendei"	"Lagenophrys allendei"	"Jankowski, 1986"	3
"Stylohedra lenticula"	"Lagenophrys lenticula"	"Kellicott, 1884"	3
"Stylohedra petila"	"Lagenophrys petila"	"Clamp, 1994"	3
"Stylonethes sterkii"	"Paraholosticha sterkii"	"Garnjobst, 1934"	3
"Stylonichya mytilus"	"Stylonychia mytilus"	"Ehrenberg"	3
"Stylonychia appendiculata"	"Diophrys appendiculata"	"Ehrenberg, 1838"	3
"Stylonychia histrio"	"Histriculus histrio"	"Ehrenberg, 1830"	3
"Stylonychia lanceolata"	"Pleurotricha lanceolata"	"Ehrenberg, 1835"	3
"Stylonychia macrostyla"	"Urosoma macrostyla"	"Sterki, 1878"	3
"Stylosphaera goestlingensis"	"Pseudostylosphaera goestlingensis"	"Kozur et al., 1979"	3
"Stylosphaera nazarovi"	"Pseudostylosphaera nazarovi"	"Kozur et al., 1979"	3
"Stysanus pallescens"	"Graphium pallescens"	"Fuckel, 1870"	3
"Stysanus putredinis"	"Parascedosporium putredinis"	"Corda, 1839"	3
"Stysanus stemonitis"	"Cephalotrichum stemonitis"	"Corda, 1837"	3
"Subcerobertina bikiniensis"	"Alliatinella bikiniensis"	"McCulloch, 1977"	3
"Subcerobertina simplissima"	"Alliatinella simplissima"	"McCulloch, 1977"	3
"Subcerobertina taguscovensis"	"Alliatinella taguscovensis"	"McCulloch, 1977"	3
"Subcushmanella differens"	"Alliatinella differens"	"McCulloch, 1977"	3
"Subcushmanella fragilis"	"Alliatinella fragilis"	"McCulloch, 1977"	3
"Subfastigiella corrugatiformis"	"Angulodiscorbis corrugatiformis"	"McCulloch, 1977"	3
"Subheronallenia crosbyi"	"Heronallenia crosbyi"	"McCulloch, 1977"	3
"Subheronallenia elaborata"	"Heronallenia elaborata"	"McCulloch, 1977"	3
"Subheronallenia gordabankensis"	"Heronallenia gordabankensis"	"McCulloch, 1977"	3
"Subheronallenia incompta"	"Heronallenia incompta"	"McCulloch, 1977"	3
"Subsabinoides charlesensis"	"Angulodiscorbis charlesensis"	"McCulloch, 1977"	3
"Subsabinoides implacida"	"Angulodiscorbis implacida"	"McCulloch, 1977"	3
"Subsabinoides sanmiguelica"	"Angulodiscorbis sanmiguelica"	"McCulloch, 1977"	3
"Subtercola pratensis"	"Agreia pratensis"	"Behrendt et al., 2002"	2
"Suctorella collini"	"Prodiscophrya collini"	"Root"	3
"Suipraoptans"	"Suipraeoptans"	"Wylensek et al., 2021"	2
"Suipraoptans intestinalis"	"Suipraeoptans intestinalis"	"Wylensek et al., 2021"	2
"Sulcophax battelinus"	"Cribratinoides battelinus"	"Saidova, 1961"	3
"Sulcophax palustris"	"Warrenita palustris"	"Warren, 1957"	3
"Sulfobacillus disulfidooxidans"	"Alicyclobacillus disulfidooxidans"	"Dufresne et al., 1996"	2
"Sulfolobus brierleyi"	"Acidianus brierleyi"	"Zillig et al., 1980"	3
"Sulfolobus hakonensis"	"Metallosphaera hakonensis"	"Takayanagi et al., 1996"	3
"Sulfolobus metallicus"	"Sulfuracidifex metallicus"	"Huber et al., 1992"	3
"Sulfolobus shibatae"	"Saccharolobus shibatae"	"Grogan et al., 1991"	3
"Sulfolobus solfataricus"	"Saccharolobus solfataricus"	"Zillig et al., 1980"	3
"Sulfolobus tokodaii"	"Sulfurisphaera tokodaii"	"Suzuki et al., 2002"	3
"Sulfuriferula plumbophilus"	"Sulfuriferula plumbiphila"	"Watanabe et al., 2015"	2
"Sulfurococcus yellowstonii"	"Sulfurococcus yellowstonensis"	"Karavaiko et al., 1995"	3
"Sulovella constricta"	"Capnuchosphaera constricta"	"Kozur et al., 1981"	3
"Supraspathidium lieberkuehni"	"Spathidium lieberkuehni"	"Foissner et al., 1982"	3
"Svratkina decoratiformis"	"Rhaptohelenina decoratiformis"	"McCulloch, 1977"	3
"Svratkina tubulifera"	"Asanonella tubulifera"	"Heron-Allen et al., 1915"	3
"Sympodiomyces attinorum"	"Blastobotrys attinorum"	"Carreiro et al., 2004"	3
"Sympodiomyces indianensis"	"Blastobotrys indianensis"	"Kurtzman, 2004"	3
"Sympodiomyces parvus"	"Blastobotrys parvus"	"Fell et al., 1971"	3
"Syncyathella femoralis"	"Orbopercularia femoralis"	"Jankowski, 2007"	3
"Syncyathella krauteri"	"Orbopercularia krauteri"	"Jankowski, 2007"	3
"Syncyathella lusti"	"Orbopercularia lusti"	"Jankowski, 2007"	3
"Synedra actinastroides"	"Nitzschia actinastroides"	"Lemm"	3
"Synedra berolinensis"	"Belonastrum berolinensis"	"Lemmerm"	3
"Synedra crotonensis"	"Fragilaria crotonensis"	"Grunow"	3
"Synedra crotonensis prolongata"	"Fragilaria crotonensis prolongata"	"Grunow"	3
"Synedra fasciculata"	"Tabularia fasciculata"	"Kutz"	3
"Synedra fragilis"	"Synedropsis fragilis"	"Manguin"	3
"Synedra hyperborea"	"Synedropsis hyperborea"	"Grunow"	3
"Synedra laevigata"	"Hyalosynedra laevigata"	"Grunow"	3
"Synedra nitzschioides"	"Thalassionema nitzschioides"	"Grunow"	3
"Synedra parasitica"	"Pseudostaurosira parasitica"	"Hust"	3
"Synedra radians"	"Fragilaria radians"	"Kutz"	3
"Synedra reinboldii"	"Trichotoxon reinboldii"	"Van Heurck, 1909"	3
"Synedra vaucheriae"	"Fragilaria vaucheriae"	"Kutz"	3
"Synedra vaucheriae capitellata"	"Fragilaria vaucheriae capitellata"	"Cleve"	3
"Synedra vaucheriae truncata"	"Fragilaria vaucheriae truncata"	"Grunow"	3
"Synedrella parasitica"	"Pseudostaurosira parasitica"	"Round et al."	3
"Synhymenia transversa"	"Zosterodasys transversa"	"Jankowski, 1992"	3
"Synpenicillium album"	"Cephalotrichum album"	"Costantin, 1888"	3
"Syringospora albicans"	"Candida albicans"	"Dodge, 1935"	2
"Syringospora cavarae"	"Cryptococcus cavarae"	"Dodge, 1935"	2
"Syzygangia dictyospora"	"Resticularia dictyospora"	"Dick, 1997"	3
"Syzygangia elliptica"	"Resticularia elliptica"	"Dick, 1997"	3
"Syzygangia marchaliana"	"Resticularia marchaliana"	"Dick, 1997"	3
"Syzygangia nodosa"	"Resticularia nodosa"	"Dick, 1997"	3
"Syzygangia oedogonii"	"Resticularia oedogonii"	"Dick, 1997"	3
"Syzygangia papillosa"	"Resticularia papillosa"	"Dick, 1997"	3
"Syzygangia sacculoides"	"Resticularia sacculoides"	"Dick, 1997"	3
"Syzygangia zygnematicola"	"Resticularia zygnematicola"	"Dick, 1997"	3
"Syzygospora bachmannii"	"Heterocephalacria bachmannii"	"Diederich et al., 1996"	3
"Syzygospora physciacearum"	"Heterocephalacria physciacearum"	"Diederich, 1996"	3
"Syzygospora solida"	"Heterocephalacria solida"	"Ginns, 1986"	3
"Tabrizicola blastica"	"Rhodobacter blasticus"	"Hordt et al., 2020"	
"Tabrizicola blastica"	"Fuscovulum blasticum"	"Hordt et al., 2020"	2
"Tachysoma fusiformis"	"Oxytricha fusiformis"	"Gelei et al., 1950"	3
"Tachysoma longa"	"Lamtostyla longa"	"Hemberger, 1985"	3
"Tachysoma perisincirra"	"Lamtostyla perisincirra"	"Hemberger, 1985"	3
"Tachysoma saltans"	"Oxytricha saltans"	"Cohn, 1866"	3
"Tachysoma siseris"	"Oxytricha siseris"	"Stiller, 1974"	3
"Tachysoma tricornis"	"Oxytricha tricornis"	"Milne, 1886"	3
"Taeniolella boppii"	"Cladophialophora boppii"	"Borelli, 1983"	2
"Taeniorhynchus africanus"	"Aedes africanus"	"Neveu-Lemaire, 1906"	2
"Talaromyces brevicompactus"	"Hamigera brevicompactus"	"Kong, 1999"	3
"Talaromyces byssochlamydoides"	"Rasamsonia byssochlamydoides"	"Stolk et al., 1972"	3
"Talaromyces cejpii"	"Aspergillus cejpii"	"Milko, 1964"	2
"Talaromyces dupontii"	"Thermomyces dupontii"	"Apinis, 1963"	3
"Talaromyces emersonii"	"Rasamsonia emersonii"	"Stolk, 1965"	3
"Talaromyces gossypii"	"Penicillium gossypii"	"Pitt, 1980"	3
"Talaromyces ocotl"	"Sagenomella ocotl"	"Bills et al., 2001"	3
"Talaromyces spectabilis"	"Byssochlamys spectabilis"	"Udagawa et al., 1994"	3
"Talaromyces thermophilus"	"Thermomyces thermophilus"	"Stolk, 1965"	3
"Tamlicoccus"	"Barrientosiimonas"	"Lee, 2013"	2
"Tamlicoccus marinus"	"Barrientosiimonas marina"	"Lee, 2013"	2
"Tandarnia echinata"	"Nandartia echinata"	"Dumitrica, 1982"	3
"Tandarnia simplicissima"	"Nandartia simplicissima"	"Dumitrica, 1982"	3
"Tannerella forsythensis"	"Tannerella forsythia"	"Sakamoto et al., 2002"	3
"Tatlockia"	"Legionella"	"Garrity et al., 1980"	1
"Tatlockia maceachernii"	"Legionella maceachernii"	"Fox et al., 1991"	1
"Tatlockia micdadei"	"Legionella pittsburghensis"	"Garrity et al., 1980"	
"Tatlockia micdadei"	"Legionella micdadei"	"Garrity et al., 1980"	1
"Technitella atlantica"	"Nouria atlantica"	"Cushman, 1947"	3
"Technitella flexibilis"	"Bathysiphon flexibilis"	"Wiesner, 1931"	3
"Telimena baggei"	"Leptosphaeria baggei"	"Hohn, 1928"	2
"Telomyxa trichopterae"	"Issia trichopterae"	"Sprague, 1977"	3
"Telostoma ferroi"	"Telostomatella ferroi"	"Grandori, 1935"	3
"Telotrichidium johanninae"	"Telotrochidium johanninae"	"Faure-Fremiet, 1950"	3
"Telotrochidium henneguyi"	"Opisthonecta henneguyi"	"Davidson et al., 1972"	3
"Tethysetta mashitaensis"	"Parvicingula mashitaensis"	"Mizutani, 1981"	3
"Tetracapsa pilula"	"Stichocapsa pilula"	"Rust, 1885"	3
"Tetracapsa zinckeni"	"Sethocapsa zinckeni"	"Rust, 1885"	3
"Tetradinium chiastosporum"	"Gymnodinium chiastosporum"	"Harris, 1940"	3
"Tetrarchiplagia abietinoides"	"Verticiplagia abietinoides"	"Dumitrica, 1982"	3
"Tetrarchiplagia ramosa"	"Verticiplagia ramosa"	"Dumitrica et al., 2003"	3
"Tetrarchiplagia simplex"	"Verticiplagia simplex"	"Sugiyama, 1992"	3
"Tetrarchiplagia verticillata"	"Verticiplagia verticillata"	"Dumitrica, 1982"	3
"Tetrasphaera duodecadis"	"Phycicoccus duodecadis"	"Ishikawa et al., 2006"	2
"Tetrasphaera elongata"	"Phycicoccus elongatus"	"Hanada et al., 2002"	2
"Tetrasphaera remsis"	"Knoellia remsis"	"Osman et al., 2007"	2
"Tetrathiobacter"	"Advenella"	"Ghosh et al., 2005"	2
"Tetrathiobacter kashmirensis"	"Advenella kashmirensis"	"Ghosh et al., 2005"	2
"Tetrathiobacter mimigardefordensis"	"Advenella mimigardefordensis"	"Wubbeler et al., 2006"	2
"Tetrentactinia veles"	"Spongentactinella veles"	"Foreman, 1963"	3
"Textilaria adriatica"	"Textularia adriatica"	"Fornasini, 1900"	3
"Textilaria agglutinans"	"Textularia agglutinans"	"DOrbigny, 1839"	3
"Textilaria communis"	"Textularia communis"	"DOrbigny in Fornasini, 1901"	3
"Textilaria marginata"	"Textularia marginata"	"DOrbigny in Fornasini, 1901"	3
"Textilaria quadrilatera"	"Textularia quadrilatera"	"Schwager, 1866"	3
"Textilina crassaformis"	"Textularia crassaformis"	"Zheng, 1988"	3
"Textilina pseudorugosa"	"Textularia pseudorugosa"	"Lacroix, 1931"	3
"Textilina pseudorugosa fistulosa"	"Textularia pseudorugosa fistulosa"	"Mikhalevich, 1973"	3
"Textularia albatrossi"	"Karrerotextularia albatrossi"	"Cushman, 1922"	3
"Textularia aperturalis"	"Siphotextularia aperturalis"	"Cushman, 1911"	3
"Textularia atlantica"	"Pseudogaudryina atlantica"	"Bailey, 1851"	3
"Textularia atrata"	"Spiroplectammina atrata"	"Cushman, 1911"	3
"Textularia barkeri"	"Sahulia barkeri"	"Hofker, 1978"	3
"Textularia barrettii"	"Textulariella barrettii"	"Jones et al., 1876"	3
"Textularia bulbosa"	"Morulaeplecta bulbosa"	"Hoglund, 1947"	3
"Textularia chilostoma"	"Karreriella chilostoma"	"Reuss, 1852"	3
"Textularia cochleata"	"Lacroixina cochleata"	"Lacroix, 1932"	3
"Textularia concava"	"Siphotextularia concava"	"Karrer, 1868"	3
"Textularia conica"	"Sahulia conica"	"DOrbigny, 1839"	3
"Textularia contorta"	"Gaudryina contorta"	"Hoglund, 1947"	3
"Textularia convexa"	"Gaudryina convexa"	"Karrer, 1864"	3
"Textularia crescentiformis"	"Karrerotextularia crescentiformis"	"Cushman, 1911"	3
"Textularia crispata"	"Tortoplectella crispata"	"Brady, 1884"	3
"Textularia deperdita"	"Spiroplectammina deperdita"	"DOrbigny, 1846"	3
"Textularia floridana"	"Spirotextularia floridana"	"Cushman, 1922"	3
"Textularia folium"	"Bolivinella folium"	"Parker et al., 1865"	3
"Textularia fusiformis"	"Pseudobolivina fusiformis"	"Chaster, 1892"	3
"Textularia gibbosa"	"Bannerella gibbosa"	"DOrbigny, 1826"	3
"Textularia goesi"	"Dorothia goesi"	"Cushman, 1911"	3
"Textularia immensa"	"Tawitawia immensa"	"Cushman, 1913"	3
"Textularia inconspicua"	"Patellinella inconspicua"	"Brady, 1884"	3
"Textularia jugosa"	"Sagrinella jugosa"	"Brady, 1884"	3
"Textularia kerimbaensis"	"Sahulia kerimbaensis"	"Said, 1949"	3
"Textularia luculenta"	"Planctostoma luculenta"	"Brady, 1884"	3
"Textularia marielensis"	"Spirotextularia marielensis"	"Lalicker et al., 1938"	3
"Textularia milletti"	"Spiroplectammina milletti"	"Cushman, 1911"	3
"Textularia ornatissima"	"Spirotextularia ornatissima"	"Said, 1950"	3
"Textularia palustris"	"Palustrella palustris"	"Warren, 1957"	3
"Textularia parvula"	"Prolixoplecta parvula"	"Cushman, 1922"	3
"Textularia pectinata"	"Semivulvulina pectinata"	"Reuss, 1850"	3
"Textularia peritubula"	"Sahulia peritubula"	"Zheng, 1988"	3
"Textularia proxispira"	"Spiroplectinella proxispira"	"Vella, 1957"	3
"Textularia pseudoturris"	"Dorothia pseudoturris"	"Cushman, 1922"	3
"Textularia saulcyana"	"Siphotextularia saulcyana"	"DOrbigny, 1839"	3
"Textularia siphonifera"	"Siphoniferoides siphonifera"	"Brady, 1881"	3
"Textularia subplana"	"Siphotextularia subplana"	"Cushman, 1922"	3
"Textularia transversaria"	"Plotnikovina transversaria"	"Brady, 1884"	3
"Textularia tubulosa"	"Spirotextularia tubulosa"	"Zheng, 1980"	3
"Textularia variabilis"	"Bolivina variabilis"	"Williamson, 1858"	3
"Textulina rolshauseni"	"Siphotextularia rolshauseni"	"Phleger et al., 1951"	3
"Thalassiella azotovora"	"Thalassiella azotivora"	"Lee et al., 2017"	2
"Thalassiothrix nitzschioides"	"Thalassionema nitzschioides"	"Grunow in Van Heurck, 1881"	3
"Thalassobacter"	"Jannaschia"	"Macian et al., 2005"	2
"Thalassobacter arenae"	"Litoreibacter arenae"	"Kim et al., 2009"	2
"Thalassobacter stenotrophicus"	"Jannaschia cystaugens"	"Macian et al., 2005"	2
"Thalassobius abyssi"	"Shimia abyssi"	"Nogi et al., 2016"	2
"Thalassobius activus"	"Cognatishimia activa"	"Pujalte et al., 2018"	2
"Thalassobius aestuarii"	"Shimia aestuarii"	"Yi et al., 2007"	2
"Thalassobius aquaeponti"	"Shimia aquaeponti"	"Park et al., 2015"	2
"Thalassobius maritimus"	"Cognatishimia maritima"	"Park et al., 2012"	2
"Thalassomonas agariperforans"	"Thalassotalea agariperforans"	"Park et al., 2011"	1
"Thalassomonas agarivorans"	"Thalassotalea agarivorans"	"Jean et al., 2006"	1
"Thalassomonas eurytherma"	"Thalassotalea eurytherma"	"Sun et al., 2014"	1
"Thalassomonas fusca"	"Thalassotalea fusca"	"Jung et al., 2014"	1
"Thalassomonas ganghwensis"	"Thalassotalea ganghwensis"	"Yi et al., 2004"	1
"Thalassomonas loyana"	"Thalassotalea loyana"	"Thompson et al., 2006"	1
"Thamnidium nigricans"	"Thamnostylum nigricans"	"Mig, 1910"	3
"Thamnidium piriforme"	"Thamnostylum piriforme"	"Mig, 1910"	3
"Thamnidium repens"	"Thamnostylum repens"	"Mig, 1910"	3
"Thelohania acuta"	"Pyrotheca acuta"	"Schrod, 1914"	3
"Thelohania anomala"	"Parathelohania anomala"	"Sen, 1941"	3
"Thelohania asterias"	"Bohuslavia asterias"	"Weiser, 1963"	3
"Thelohania barra"	"Parathelohania barra"	"Pillai, 1968"	3
"Thelohania benigna"	"Amblyospora benigna"	"Kellen et al., 1962"	3
"Thelohania bicortex"	"Amblyospora bicortex"	"Baudoin, 1969"	3
"Thelohania bolinasae"	"Amblyospora bolinasae"	"Kellen et al., 1962"	3
"Thelohania bracteata"	"Amblyospora bracteata"	"Debais et al., 1919"	3
"Thelohania californica"	"Amblyospora californica"	"Kellen et al., 1960"	3
"Thelohania campbelli"	"Amblyospora campbelli"	"Kellen et al., 1962"	3
"Thelohania capillata"	"Amblyospora capillata"	"Larss, 1983"	3
"Thelohania chaetogastris"	"Microsporidium chaetogastris"	"Schrod, 1909"	3
"Thelohania cladocera"	"Agglomerata cladocera"	"Jirovec, 1936"	3
"Thelohania corethrae"	"Systenostrema corethrae"	"Schuberg et al., 1915"	3
"Thelohania debaisieuxi"	"Amblyospora debaisieuxi"	"Coste-Mathiez et al., 1977"	3
"Thelohania duorara"	"Agmasoma duorara"	"Iversen et al., 1959"	3
"Thelohania ephestiae"	"Vairimorpha ephestiae"	"Mattes, 1928"	3
"Thelohania eriogastri"	"Microsporidium eriogastri"	"Weiser, 1957"	3
"Thelohania fibrata"	"Amblyospora fibrata"	"Debais et al., 1919"	3
"Thelohania giraudi"	"Microsporidium giraudi"	"Leger et al., 1917"	3
"Thelohania hyphantriae"	"Microsporidium hyphantriae"	"Weiser, 1953"	3
"Thelohania illinoisensis"	"Parathelohania illinoisensis"	"Kudo, 1921"	3
"Thelohania indica"	"Parathelohania indica"	"Kudo, 1929"	3
"Thelohania inimica"	"Amblyospora inimica"	"Wills et al., 1965"	3
"Thelohania lairdi"	"Amblyospora lairdi"	"Weiser, 1965"	3
"Thelohania legeri"	"Parathelohania legeri"	"Hesse, 1904"	3
"Thelohania macrococcus"	"Amblyospora macrococcus"	"Voronin, 1979"	3
"Thelohania macrocyclopis"	"Lanatospora macrocyclopis"	"Voronin, 1977"	3
"Thelohania macrocystis"	"Chapmanium macrocystis"	"Gurley, 1893"	3
"Thelohania mesnili"	"Vairimorpha mesnili"	"Paillot, 1924"	3
"Thelohania muelleri"	"Dictyocoela muelleri"	"Stempell, 1902"	3
"Thelohania mutabilis"	"Microsporidium mutabilis"	"Kudo, 1923"	3
"Thelohania nepae"	"Chapmanium nepae"	"Lipa, 1966"	3
"Thelohania noxia"	"Amblyospora noxia"	"Kellen et al., 1962"	3
"Thelohania obesa"	"Parathelohania obesa"	"Kudo, 1920"	3
"Thelohania obscura"	"Parathelohania obscura"	"Kudo, 1929"	3
"Thelohania octospora"	"Orthothelohania octospora"	"Henneguy, 1892"	3
"Thelohania opacita"	"Amblyospora opacita"	"Kudo, 1921"	3
"Thelohania penaei"	"Agmasoma penaei"	"Sprague, 1950"	3
"Thelohania periculosa"	"Parathelohania periculosa"	"Kellen et al., 1962"	3
"Thelohania pristiphorae"	"Cystosporogenes pristiphorae"	"Smirnoff, 1966"	3
"Thelohania simulii"	"Polydispyrenia simulii"	"Lutz et al., 1908"	3
"Thelohania solenopsae"	"Kneallhazia solenopsae"	"Knell et al., 1977"	3
"Thelohania tabani"	"Microsporidium tabani"	"Gingrich, 1975"	3
"Thelohania thomsoni"	"Microsporidium thomsoni"	"Kramer, 1963"	3
"Thelohania trichostegiae"	"Systenostrema trichostegiae"	"Baudoin, 1969"	3
"Thelohania unica"	"Amblyospora unica"	"Kellen et al., 1962"	3
"Theocalyptra bicornis"	"Cycladophora bicornis"	"Popofsky, 1908"	3
"Theocalyptra davisiana"	"Cycladophora davisiana"	"Kling, 1977"	3
"Theocapsa obesa"	"Tricolocapsa obesa"	"Rust, 1885"	3
"Theocapsa pentagona"	"Theocapsomella pentagona"	"Aita, 1987"	3
"Theocapsa uterculus"	"Sethocapsa uterculus"	"Parona, 1890"	3
"Theocapsomma bicornis"	"Theocapsomella bicornis"	"Baumgartner, 1995"	3
"Theocapsomma constricta"	"Theocapsommella constricta"	"Aita, 1987"	3
"Theocapsomma cordis"	"Theocapsomella cordis"	"Kocher, 1981"	3
"Theocapsomma costata"	"Theocapsommella costata"	"Chiari et al., 2002"	3
"Theocapsomma cucurbiformis"	"Theocapsomella cucurbiformis"	"Baumgartner, 1995"	3
"Theocapsomma lispa"	"Theocampe lispa"	"Foreman, 1968"	3
"Theocapsomma medvednicensis"	"Theocapsommella medvednicensis"	"Gorican, 1999"	3
"Theoconus minythorax"	"Pterocorys minythorax"	"Nigrini, 1968"	3
"Theocyrtis ampla"	"Pterocodon ampla"	"Brandt in Wetzel, 1935"	3
"Theodiscus sculptus"	"Pseudoaulophacus sculptus"	"Squinabol, 1904"	3
"Thermoactinomyces candidus"	"Thermoactinomyces vulgaris"	"Kurup et al., 1975"	2
"Thermoactinomyces dichotomica"	"Thermoflavimicrobium dichotomicum"	"Cross et al., 1973"	2
"Thermoactinomyces dichotomicus"	"Thermoflavimicrobium dichotomicum"	"Cross et al., 1973"	2
"Thermoactinomyces guangxiensis"	"Paenactinomyces guangxiensis"	"Wu et al., 2015"	2
"Thermoactinomyces peptonophilus"	"Seinonella peptonophila"	"Nonomura et al., 1971"	2
"Thermoactinomyces putidus"	"Laceyella putida"	"Lacey et al., 1989"	2
"Thermoactinomyces sacchari"	"Laceyella sacchari"	"Lacey, 1971"	2
"Thermoactinomyces thalpophilus"	"Laceyella sacchari"	"Lacey et al., 1989"	2
"Thermoanaerobacter finnii"	"Thermoanaerobacter brockii finnii"	"Schmid et al., 1986"	2
"Thermoanaerobacter subterraneus"	"Caldanaerobacter subterraneus"	"Fardeau et al., 2000"	2
"Thermoanaerobacter tengcongensis"	"Caldanaerobacter subterraneus tengcongensis"	"Xue et al., 2001"	2
"Thermoanaerobacter yonseiensis"	"Caldanaerobacter subterraneus yonseiensis"	"Kim et al., 2001"	2
